id,Emotion,Sentence,Confidence
2066,Hài quá,Chất lượng 5 sao,0.2906911233485945
2067,Hài quá,Bò 2 màu khác nhau làm sao biết bò tươi hả chủ kênh????,0.317149192704968
2068,Hài quá,cũng thông cảm cho người bán nếu bán tô sàn thì bể và mất  chịu sao cho nổi các bà nhiều chuyện ơi,0.34030731608435033
2069,Hài quá,"Phở thì ngồi xổm, ngồi vỉa hè bưng cả tô xì xụp húp mới ngon, mới là ăn phở. Phở mà ngồi phòng máy lạnh đâu còn là ăn phở.",0.44832210384173954
2070,Hài quá,Quán này ở đâu vậy bạn,0.3426054814059794
2071,Hài quá,Tay thối tiền xong quay lại bốc thịt bò vô tô phở thấy ghê.vậy mà đeo bao tay làm gì.,0.3401732723410755
2072,Hài quá,Ăn bún phở ai lại đi ăn bát nhựa bao giờ,0.38215700907778605
2073,Hài quá,Nhìn tô bằng nhựa dùng đồ nóng như vậy dù ngon cỡ nào tôi cũng không bao giờ đụng tới vì quá độc hại mà không hiểu sao người bán lẫn người dùng vẫn vô tư như vậy?,0.2843005544134647
2074,Hài quá,1 tuần chỉ ăn 1 lần chứ50 k ở quê ăn đươccả mây ngày,0.34100206245481796
2075,Hài quá,"Túi thịt bò chị đổ ra là thịt mới tươi, còn chỗ chị đảo lên là thịt cũ nhìn nhợt nhạt lấy ở tủ lạnh ra.",0.3806228846961428
2076,Hài quá,Nhục quá bk 75 nịnh dog 🐶 lai China nhiều đấy nhé 😢🎉😂,0.3614889487458947
2077,Hài quá,Nhìn mắm này biết thang to tien lu nẻo rồi đấy nhé 😢dogs china nhé 😢🎉,0.31903652004915806
2078,Hài quá,Nhìn mắm này biết thang to tien lu nẻo rồi đấy nhé 😢dogs china nhé 😢🎉,0.31903652004915806
2079,Hài quá,Mình dị ứng ăn đồ nóng dùng tô mủ của Miền Nam,0.41104450832079126
2080,Hài quá,"Tay cầm tiền trả khách ,bốc thịt ,lại bốc bánh phở .trồng mất vệ sinh quá",0.3090350233117557
2081,Thật kinh tởm,Địa chỉ ở đâu vậy...?,0.28492590406192475
2082,Sợ quá,Đã là phở ngoài B ko có xương đi cùng  trong N họ làm phở có giò heo  ngày xưa tôi ăn có còn bây giờ ko biết có ko ?,0.28547293575246424
2083,Thật kinh tởm,Ăn bất cứ đồ gì nóng trong bát nhựa là ko được  mọi ng chú ý khi đi ăn bị đồ đựng bằng nhựa là ko được vì nó rất độc hại !,0.3058093023139846
2084,Thật kinh tởm,tuy là ở vỉa hè xong cũng rất sạch sẽ,0.28267324859469783
2085,Thật kinh tởm,nước phở nhìn hấp dẫn quá rất chất lượng nhìn là muốn ăn liền,0.28773878063415936
2086,Hài quá,Nhìn nồi nước trụng để riêng là tui ưng liền,0.3916497463915416
2087,Hài quá,"Tây ở đây toàn là Tây ba lô homelees (vô gia cư) ít tiền mới ăn phở vỉa hè. Tây có học thức có văn hoá không ai đi ăn những cái quán này. Một người ngoại quốc có trình độ học vấn cao kỹ sư, bác sĩ họ không có thời gian rảnh rỗi mà đi lang thang ở Việt Nam. Ngay cả người Việt ở Mỹ có công ăn việc làm đàng hoàng một năm số ngày nghỉ phép sẽ không nhiều. Vì vậy mỗi lần muốn về Việt Nam họ phải tính toán sắp xếp kỹ lưỡng để giũ việc. Không ai muốn mất một công việc đang ổn định. Người làm YouTube này trình độ cũng kém cỏi. Anh ta học cách làm YouTube mục đích là kiếm tiền thôi.
Quán ăn mà không phục vụ khách hàng đàng hoàng tử tế thì chó nó cũng chẳng vào.
Quán ăn vỉa hè không bàn không ghế bụi bặm tùm lum xe cộ chạy càng làm môi trường mất vệ mất vệ sinh hơn.",0.3060555490296523
2088,Hài quá,🎉🎉🎉❤ngon quá bạn oi❤❤❤❤,0.30101901014382093
2089,Hài quá,Phỏ bắc nước lèo đậm đà ngon hơn trong nam. Mà có cái ngoài bắc k có rau thơm đi kèm. Tôi thích phở bắc có rau thơm,0.3814372848372209
2090,Hài quá,Địa chỉ ở đâu vậy bạn????????,0.3558933568511609
2091,Hài quá,Địa điểm bán ở đâu vậy bạn????,0.3328749748672655
2092,Hài quá,quá.đắt.vỉa.hè.mà.40_50,0.33481907034142083
2093,Hài quá,"Nhìn nồi nước dùng hấp dẫn, kiểu Bắc & có vẻ ngon...",0.35370396107777713
2094,Hài quá,Giống Phở vỉa hè Hà nội.,0.4448763030380774
2095,Hài quá,Chổ tui 10k tô kkk,0.5096073029500698
2096,Sợ quá,Thịt thấy ghé qua không biết thịt đã cứ không màu thịt thấy không được tuoi,0.3010482765829618
2097,Thật kinh tởm,"Am thuc via he, ngon va re, nhung ve sinh chac khong dam bao nhu nha hang. Thoi, tien nao cua nay, moi nguoi tuy khau vi… Co rat nhieu nguoi Di Ung voi nha hang, vi giai doan kinh te kho khan😂😢",0.2849309714330133
2098,Thật kinh tởm,thit bo song ma nhin tham tham giong thit trau vay,0.2827439261893193
2099,Hài quá,Chảy nước miếng khi nhìn nồi nước lèo,0.3856063033521892
2100,Hài quá,"Mấy thằng Tây mà có tiền bạc gì,mà bảo là Tây với ta vậy má!",0.3343557613631133
2101,Hài quá,thịt đen sì mà ăn gì,0.41620781372140986
2102,Hài quá,Quuan nay nằm ở day vay cac ban,0.30038387196631655
2103,Thật kinh tởm,Tô  trẻ  em.... it phở... quán cóc mà gia đó. Không  rẻ,0.27648558962249
2104,Hài quá,Nhìn Nồi Nước Dùng Và Thịt Bò Thèm Quá,0.2656678906370196
2105,Hài quá,Đơn giản như một gói mì ăn liền ở ngoài 10.000 ở trong siêu thị 12 đến 15,0.31841757215309224
2106,Hài quá,Vào quán sang là bị đội giá bởi vì họ thuê mặt bằng cao,0.32197525399335714
2107,Hài quá,Phở bò phở gà bún măng miến Nói chung ở vỉa hè hay cho quán thì nó như nhau,0.39694050821311305
2108,Hài quá,"Ăn phở vỉa hè nhưng có nồi nước lèo sôi sục như vậy là yên tâm, vì trùng nào chịu nổi nước lèo sôi sục dậy",0.3912313491708947
2109,Hài quá,Hôm nào đi sớm ghé đây làm tô thập cẩm 50k coi 😅😅😅,0.39374426014182606
2110,Hài quá,Ăn vậy lương một tháng bao nhiêu,0.32400053803717666
2111,Ôi trời ơi,Nhìn ngon,0.24996102848685295
2112,Thật kinh tởm,Quán phở ngon quá chất lượng cao sạch sẽ  nên bảo vệ thương hiệu nha,0.3078799911580454
2113,Hài quá,Tây là đồng tiền có giá thôi còn ẩm thực việt Nam là số 1 ông làm gì coi trọng người tây vậy,0.3192383158625448
2114,Hài quá,"Thằng này nói nhiều quá, tao lao quá.",0.34785901782875833
2115,Hài quá,Dislike i bình luận ko hay,0.354830533396392
2116,Thật kinh tởm,"> Không thể hiểu được đây là Tô Phở hay là Dĩa Phở 
> (?)👈🙏🙏🙏😂😅🤣",0.26768118456415385
2117,Hài quá,"pho o deo gi ngon , nau toan voi bot ngot va chi vai lat thit an khong du dinh rang",0.3333530210762722
2118,Hài quá,Đúng là thịt bò nấu món gì cũng ngon,0.4553250270985322
2119,Hài quá,Hột gà 7k để nhà húp đi..,0.3796128214342437
2120,Hài quá,Ngon quá ❤❤❤,0.33189399463857844
2121,Hài quá,Bắc Ninh với co bun lòng này a.quê tao.ngon gấp 9van lần,0.32658500973923243
2122,Hài quá,Làm ytb bớt tiếng địa phương đi nói ngọng líu lo,0.40190900654311623
2123,Hài quá,Tiết canh cho thêm nước mắm tao cũng chịu mày,0.4128068634229635
2124,Ôi trời ơi,đạt 09 ngược lại ;)),0.2656877084620735
2125,Thật kinh tởm,500 luôn r :⁠'⁠(,0.24669909992830227
2126,Hài quá,chị đạt 500k rồi kìa chị 🕶,0.38768460118384596
2127,Thật kinh tởm,đạt 09 địt ko chán,0.4554488263489035
2128,Hài quá,chúc mèo được 500 sub nha  chúc mèo thành công,0.3706049579534892
2129,Hài quá,lạp xưởng chó nướng,0.2956627428996854
2130,Thật kinh tởm,Đạt ko chín đ!t ko chán,0.37016560230906453
2131,Hài quá,Ngồi chơi cũng được lên tivi ahihi😅😂,0.37794774287019883
2132,Hài quá,đang đói coi video chị mèo cái thèm chị mèo luôn bây oi,0.4228958236700381
2133,Hài quá,anh ăn bún hoặc phở nhé,0.34590390068725174
2134,Hài quá,Tôi yêu bạn❤❤❤,0.31035377198213604
2135,Hài quá,ai xem chim mình k,0.36025083328514707
2136,Hài quá,Em thích chị làm video sinh tồn,0.33594238171761887
2137,Thật kinh tởm,Em thấy video sinh tồn hứa hơn😊,0.29804245751343994
2138,Hài quá,"Đạt không chín 
Đọc ngược lại là ...🤡",0.3047930984913643
2139,Hài quá,Ăn ba tô cơm🥵🥵,0.39642643584120446
2140,Hài quá,Ba tê cột đèn,0.5024487621290368
2141,Hài quá,Chúc chị 2 triệu,0.40869286342248884
2142,Hài quá,Bánh bao chiên á cj,0.40525224606249477
2143,Hài quá,chúc cj mèo lên lên 500k sud thật sớm nha,0.34294926513439156
2144,Hài quá,Chị mèo ơi chị review về chủ đề Sinh tồn khi bị sư tử Hà Đông đuổi ra khỏi nhà và em chúc chị được một triệu  sub nhé,0.33906626587190675
2145,Hài quá,Chó nướng đá là vậy bà 😮😮😮,0.3366991798791016
2146,Hài quá,Em chúc chị trẻ và có trồng 😂,0.31777841270354046
2147,Hài quá,Chị ơi cho em lên tivi,0.4974720630653078
2148,Hài quá,Ê nghe bn này review đúng hay lun😮,0.44796049858917825
2149,Hài quá,tuổi thơ của em 💕mong chị sớm đạt 500k sub ạ,0.2996736433656073
2150,Hài quá,+1 đăng kí nha,0.288408158430985
2151,Hài quá,Ăn cắp video người khác,0.3398578114971633
2152,Hài quá,Tội con cua😂,0.3578538265861522
2153,Thật kinh tởm,Em chúc chị đạt 5000 người đăng ký nha❤❤❤❤❤❤😊😊😊😊😊,0.28252952857117397
2154,Hài quá,anh đạt 09 ko có lông mày à ?,0.3183703626741268
2155,Hài quá,"tôi ng vn mà chưa được ăn mấy món đó luôn nhìn ngon thế

 nhìn thôi mà thấy ngon rôii",0.30372766573009885
2156,Hài quá,C mong em được 1 tr sub,0.3237628176744552
2157,Hài quá,Ý là nó bị ngon á,0.3596115434007055
2158,Hài quá,Cũng muốn chị cho ln tivi,0.38083981706112396
2159,Hài quá,nhin ngon thí,0.32509410468699
2160,Hài quá,tạo 1 danh sách phát liên quan đến đồ ăn đi admin ơi,0.3357318366161668
2161,Hài quá,Chúc mèo sớm đạt đc 2 triệu sup nhé,0.3575911583370316
2162,Hài quá,thumnail là lạp xưởng nướng đá TQ lè seo 😅,0.32225273354160855
2163,Hài quá,Lấy video của người khác nhưng lại không ghi nguồn tham khảo.,0.28957869641193573
2164,Hài quá,Em thích đồ ăn,0.3414490272185034
2165,Hài quá,Chúc mèo vui vẻ ❤❤❤❤❤😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉😂😂😂😂,0.29227773737620905
2166,Hài quá,tôi ng vn mà chưa được ăn mấy món đó luôn nhìn ngon thế,0.3083820433275408
2167,Thật kinh tởm,đạt không chín 🌚,0.3642008884437573
2168,Hài quá,Chị ra video mới hơn đi,0.37262965904627005
2169,Hài quá,Chúc chị mèo chết sớm nhé,0.4515394468264364
2170,Hài quá,Đạt 09 là Đ.ị.t Khong Ch.á.n 😈,0.28584426212006075
2171,Hài quá,Bánh bao gần giống ấn độ rồi đấy ko đeo bao tay,0.3395973328321785
2172,Hài quá,"nhìn ngon quá , ẩm thực việt nam đúng là phong phú quá",0.2720317646240148
2173,Hài quá,5:29 là bà em,0.3948732141097816
2174,Hài quá,kh tốt mà ăn quài😒,0.3147547670629734
2175,Hài quá,đồ ăn nhanh của tây khóc thét __,0.3706645121206509
2176,Hài quá,npc,0.3336605910974878
2177,Hài quá,e thích mèo đi biển,0.39193546544642294
2178,Hài quá,cho mình xin tên video gôc với ạ.,0.315107586185299
2179,Hài quá,😊ah tên đạt,0.3202959379269632
2180,Hài quá,Món Việt mà nói vậy,0.3028082041592646
2181,Hài quá,Chị 2k may vay,0.30188770608294535
2182,Hài quá,Hi anh chúc mừng anh lên top nha (nood_datrang),0.3790104224689599
2183,Hài quá,Ko bt họ có hiểu ổng nói cagi ko nhỉ,0.3150621453658568
2184,Hài quá,"Lạp xưởng chó nướng đá????
🙏",0.39427597927859276
2185,Thật kinh tởm,chúng mày anh bắn rán chứng kiến chưa :),0.36473906463178496
2186,Hài quá,Toàn bộ các món trên em chưa từng ăn món nào hết em em tối cổ nhờ mother của em😢😢😢😢😢😢😢😢😢😢😢😢😢😢,0.3156023191579203
2187,Hài quá,kêu anhđạt09 đi kdl song long đi,0.35341164325006735
2188,Hài quá,Trời ơi ổng sành ăn hơn t luôn đó :))),0.3334585520700631
2189,Hài quá,Có ai giống tôi thích ăn bột chiên không hihi,0.34489436606620916
2190,Hài quá,"Anh “ đạt không chín "" đọc ngược lại  😅😅😂😂",0.33459114932526307
2191,Hài quá,Tôi thì toàn bộ món trên video chưa từng,0.3540959237559275
2192,Thật kinh tởm,"Tuy rằng nó chiên nhiều dầu , muối , nhưng nó k làm cho ta bị bell",0.359827043781442
2193,Hài quá,S a Đạt k đến Ấn độ hay bangladesh test food,0.4140325941320579
2194,Thật kinh tởm,là anh địt không chán đúng không chị,0.32041367472924465
2195,Hài quá,Xin địa chỉ quán mì trộn đi ad,0.3412923487296878
2196,Hài quá,Chị mèo quay lqị,0.35734884087057484
2197,Hài quá,Hay quá đi thôi ❤❤❤❤,0.29486424151007523
2198,Thật kinh tởm,Anh đạt ko chín < anh địt ko ….,0.4108433318470527
2199,Sợ quá,Kênh này coi nhiều rồi mà h thấy hay quá nên cho sud nha😄,0.34613253715889575
2200,Hài quá,cho mình hỏi là nhà hàng cua đó ở đâu ạ?,0.33204689662964487
2201,Hài quá,Bốc bốc cl,0.47061141832890696
2202,Hài quá,hoi 2001 co 2000 banh bao thit,0.31093200268112114
2203,Sợ quá,hoi 200x co 2000 nhan thit trung re,0.2684917015765169
2204,Hài quá,Sao sang ca hàng quốc r,0.38667811283274006
2205,Ôi trời ơi,Ngon thí,0.28062012141869735
2206,Hài quá,wtf đồ ăn việt song bay sang tận đâu v,0.3027114705636592
2207,Hài quá,Chị mèo hôm nay bao nhiêu tuổi rồi 😊😊😊😊😊😊,0.32292883224431645
2208,Hài quá,"Không biết ở đâu mà ăn 
Anh báo à",0.34515889054748156
2209,Hài quá,Thèm thí,0.4544655516144246
2210,Hài quá,sao nói review đồ ăn vn mà,0.37627268425812305
2211,Hài quá,Kho quẹt chấm bánh mì ở đâu vậy 😮😮😮,0.360647055735386
2212,Hài quá,Coi xong video này t tiết chắc 1l nc bọt,0.38599760628087854
2213,Ôi trời ơi,Có ❤,0.3343453094038398
2214,Hài quá,Chỗ này ko phải vn,0.28942605930171517
2215,Hài quá,Lá uế 😂😂😂,0.3916908032441719
2216,Hài quá,10đt,0.3144644967078877
2217,Hài quá,bảo mỳ ramen dinh dưỡng hơn phở 😂 đồ sính ngoại,0.39495967547102895
2218,Hài quá,hi chi,0.26634596396891635
2219,Hài quá,Bụng đã đói mà thấy đồ ăn ngon thì rất thèm 😊😊😊😊,0.34422441688844446
2220,Hài quá,Ah này lên sa pa chắc sướng lắm 😂😂😂😂😂😂,0.37710445901619244
2221,Hài quá,Ăn bụi no luôn 😂😂😂😂😂😂😂,0.3041615965315438
2222,Hài quá,Co hôm em đi mua bánh tráng mà thấy người làm đồ ăn còn rơi ra cái còng số8,0.43478074608781436
2223,Thật kinh tởm,hình như anh báo với các quốc gia khác điều thuận tay trái 😮,0.37061829886997505
2224,Hài quá,Thịt bò thái mỏng ra cuon voi nam kim chi hoac thịt đùi nướng thi khoi che,0.3822800724309858
2225,Hài quá,Thèm Vl 😅,0.3307732204263329
2226,Hài quá,Bánh bao Thọ Phát thì thôi khỏi nói tới,0.34896887132873233
2227,Thật kinh tởm,show mặt ik cj:),0.2673287788353567
2228,Hài quá,Anh báo khăn đỏ😂😂😂 tên nghe thôi cũng bựa❤❤❤,0.37322547020091407
2229,Hài quá,22:44 r đói quâ tr ơi,0.36298399346079974
2230,Hài quá,"Tôi cũng đang thèm quá rồi😂
Cảm ơn kênh❤❤❤❤❤❤❤❤❤❤❤❤👍👍👍",0.2866951831275218
2231,Thật kinh tởm,Toàn là ừng ực💀,0.3187410527881049
2232,Hài quá,Em ăn rồi mà em ăn nhiều cho nên coi nhìn😛😛😛😛😋😋😋,0.3527170802556025
2233,Thật kinh tởm,Đây ko vn nước nào á chữ ko phải chữ việt,0.3003930155336475
2234,Hài quá,Ad cho xin cái địa chỉ đc ko? Ko cho là ko ủng hộ kênh đâu kkk,0.29741756303760053
2235,Hài quá,cuốn vãi😖😖😖,0.30923428871550107
2236,Hài quá,ở gia lai có món ốc kéo sợi ngon lắm,0.3634493775126912
2237,Sợ quá,Chảy nước miếng,0.326998092690895
2238,Hài quá,Anh báo nói được các nước tiếng sao,0.34465803710523146
2239,Hài quá,Chị sướng rồi ngày nào cũng ăn bánh bao còn em thì cái nịt,0.42783824586310853
2240,Hài quá,Em thích bánh bao nhưng không ăn được:),0.2756465221546427
2241,Hài quá,E thèm ăn lám rồi A ơi 🤤🤤🤤🤤,0.3674367629907166
2242,Hài quá,"quãi chưởng, nộm bò khô vỉa hè có cả bộ đàm luôn ạ",0.42403761731370726
2243,Hài quá,"Em cũng như chị nè,em muốn ăn dữ nè",0.3550300691730469
2244,Hài quá,kênh ông này tên gì đây ?,0.3948844459040415
2245,Hài quá,Ê cho tui xin tên kênh truyền hình hay video nào đó đi 🥹,0.337378370758011
2246,Sợ quá,Hơn chứ ở đó mà không kém,0.2809292524098401
2247,Hài quá,Ở đâu cũng v..chỉ cần có TIỀN..muốn ăn ngon thì khó gì.,0.2877695452995382
2248,Hài quá,Ông về mình đang ăn cơm nằm Nhong Nhong Nhong Nhong Nhong,0.4170009512136406
2249,Hài quá,Nhìn đồ xiên tưởng cây kiếm 😂,0.2906490235255819
2250,Hài quá,Em ăn cá nhân chứ em không có ăn cái bánh,0.4344092330403052
2251,Hài quá,Kênh rẻ tiền,0.3387166010895886
2252,Hài quá,Mong kênh làm nhiều video hơn và được nút kim cương,0.2918479718909512
2253,Hài quá,"Woa!thấy thịt người ta xiêng(chính),cắt ra   nhìn mà ngon muốn tự mình cắt mấy miếng ăn cho bớt thèm luôn(ghiền luôn)😋🤤",0.3325011771025494
2254,Hài quá,Cái này chỉ ngồi ăn bim bim rồi nhìn thôi chứ cháy túi rồi,0.4400281138271121
2255,Thật kinh tởm,Mong ad reviw chương trình vua đầu bếp ý có cô gái việt nam giành ngôi á quân đó,0.29570361948966134
2256,Hài quá,kênh đó là gì vậy ạ,0.34096015925412587
2257,Hài quá,Xem bà này review vừa hài vừa thềm xem buổi đêm có mà chớt,0.3907123878164121
2258,Hài quá,kênh của ông tây này tên gì vậy moi nguoi,0.45987946950679753
2259,Sợ quá,Ra tiếp,0.3452920654296623
2260,Hài quá,"còn cái này chưa ăn này
cớm chó",0.3587568229157838
2261,Hài quá,Xem mà chảy nước miếng thật! 😳😳😳mai làm thịt chiên quá,0.302795384378715
2262,Hài quá,Con vợ nó ko cho ăn phở thì xuốngHP   ăn bánh đa cuaH,0.3859983704638525
2263,Hài quá,NGOOOOOONNN,0.3224681195599302
2264,Hài quá,Tôi ơ quê chưa ăn bảo giờ,0.4180036160142315
2265,Sợ quá,vừa ăn vừa xem thì ngon tuyệt vời,0.28304780921599526
2266,Hài quá,"Em đây mới 17t mà ad đã 30 rùi 
Ad cố chờ thêm 1 năm nx e chở ad đi ăn :)))",0.35958444434241815
2267,Hài quá,Anh báo thì báo nhưng ko báo bằng còn thở còn reveiw,0.2928206832123502
2268,Hài quá,Anh này chắc báo lắm 😂,0.300608812394925
2269,Ôi trời ơi,Quá đảk :),0.2735851437914984
2270,Hài quá,Ngon lắm bác ơi đồ ăn VN mãi đỉnh ạ,0.4056915606555396
2271,Hài quá,Đù review đến thác bà mik luôn,0.3325744088261023
2272,Hài quá,Chị ở miền nào vậy ạ,0.4260000248330955
2273,Thật kinh tởm,Đoạn 11:23 tôi đây là người miền Bắc ý😊😊😊,0.3025141725065607
2274,Hài quá,Anh ấy đã bị chúng ta trung hòa và hòa tan rùi😂😂😂😂😂😂😂😂😂,0.3012193200714714
2275,Sợ quá,Thiệt là Thị Thở hong cần phải điều cha kỹ càng hơn😊😊😊,0.2697512396287168
2276,Hài quá,Cánh gà ngon hơn,0.4216816603444935
2277,Hài quá,28:24 đúng là xem vừa ăn đúng tuyệt phẩm,0.39131561716342356
2278,Hài quá,Em ngày nào cũng xem chị hết❤❤,0.338474872497068
2279,Hài quá,Đúng 😊😊,0.3017076809074794
2280,Hài quá,"Video này tổng hợp món Việt chuẩn quá trời! Nhìn mà bị ghiền luôn, đó giờ mình toàn nấu đơn điệu, xem xong muốn vào bếp thực hiện cả trăm món luôn 😋",0.35016288970852916
2281,Hài quá,Phân biệt vùng miền à ? Rep,0.3788180020972446
2282,Sợ quá,ôn con,0.2764193763761388
2283,Hài quá,quê tui ở yên bái,0.31450574629735456
2284,Hài quá,Thở đống tôi thế thừ lờp 1 đên lớp 9 dốt tiêng,0.3414276291692539
2285,Hài quá,Ở đây thì nước mắm Nam Ô là nổi tiếng nhất,0.37742747596714354
2286,Sợ quá,thở ơi lm ẩm thực tiền giang đi ạ mong thở revieww,0.29487056482291396
2287,Hài quá,Con thỏ Ngọc ăn con gà,0.3758010997108933
2288,Hài quá,Ở bánh tráng mạch nha này ở tại bệnh viện nhi đồng 2 nek,0.3167634435280171
2289,Hài quá,tên thở thật à 😂,0.2849067366908648
2290,Hài quá,Ở nước ngoài thèm đồ ăn Việt Nam xem được kênh của thở ấm lòng người con xa xứ ❤,0.3453908166397942
2291,Hài quá,0:23 anh ơi mạnh nhất hay mua ở đâu vậy,0.3582630555386305
2292,Hài quá,Chịu quả phân biệt vùng miền,0.4539718602345987
2293,Hài quá,Vchuong sao Thở phân biệt miền bắc quá v,0.353099835765708
2294,Hài quá,"Bà chủ kênh ở ngoài bắc, còn ở đâu thì ko bt",0.31245410890095054
2295,Ôi trời ơi,Em nhé,0.29882807417842006
2296,Hài quá,Vừa ăn cơm vừa coi video của thở làm ăn đúng ngon miệng lun á 😂❤,0.4047434248057088
2297,Hài quá,Không biết lên video sẽ có gì đặc biệt nhỉ,0.3560615811324478
2298,Hài quá,phim kha hay cham 1 sao,0.3264165255158134
2299,Hài quá,ước được lên tivi của thở :)))))))))))))))))),0.39225567292764707
2300,Hài quá,chữ S ngược là s cali à,0.36899955082557806
2301,Hài quá,Fan của thở nè ❤,0.3566414671608609
2302,Thật kinh tởm,Đồ ăn Nam Định đi❤,0.26461563755879786
2303,Hài quá,"Miền nào chả có báo 
Trong nam còn nạn giật đồ tùm lum ở quận 1 với mấy nới xầm uốt 
Nói về báo thì  ngoài bắc 1 thì trong nam gấp 2 gấp 3 là ít",0.41115761818924024
2304,Hài quá,"Mời cả nhà xem chợ Phùng Hưng buổi sáng: https://youtu.be/vXkSSqhVERg?si=I37PFhXgviNIPf5H
Và hàng xôi rất ngon ở đầu chợ: https://youtu.be/sbS2N46h8rA?si=HphTDVtgfYje6lEx
Chợ Phùng Hưng rất vui dịp Tết Đoan Ngọ: https://youtu.be/YdvJKX6tJoQ?si=wlitz0gAOsM8K3fQ",0.33214006889336395
2305,Hài quá,Đừng gọi “cả nhà” với “mọi người”.,0.27314951517857955
2306,Thật kinh tởm,"Khúc 25:45, AD quang cáo chỗ này sách sẽ lắm....

Có chu' chuột  chạy ra qua trái 😅",0.294709884120931
2307,Sợ quá,"em quay nen noi cho biet thang nam đe nguoi xem biet  canh đo moi hay cứ , nhieu khi noi họ đã từng sống co sự thay đổi",0.29018640031182547
2308,Sợ quá,"Em co giong noi de thuong lam , de thuong nhu em dac ten cho Video cua em vay . va em cung chia se doi song cua nguoi dan o saigon rat chan that .... mac du Anh chua thay mac em ???",0.27894657008774265
2309,Hài quá,"Lạm dụng từ ""cả nhà"" 😮 xxx không cần thiết cho người nghe",0.3194621227135693
2310,Thật kinh tởm,"Hay lạm dụng lời khen ""dễ thương "", nói chuyện có duyên...nghe hay hơn",0.31156375765262656
2311,Hài quá,HOÀNH  THÁNH chiên chứ không phải  há cảo chiên.,0.33735307013343085
2312,Thật kinh tởm,Đồ ăn ngon nhg hình như Việt Nam hiện giờ đồ  ăn cái gì cũng mắc.. ng nghèo ko có cơ hội thưởng thức 🙄,0.30133078792934825
2313,Hài quá,"Cái chão chiến bánh xèo coi cũ kỹ , mất vệ sinh",0.414920298880093
2314,Sợ quá,"Tôi an quán này ....khi mẹ của thằng bé này ban' ...lúc đó bé con nho? ... .giờ nhìn lại thấy lớn quá trời...
Bé bán có về sôi nổi...hơn
Me. Lúc trước ban' rat...trầm lắng.....
Thời gian qua nhanh quá",0.27869177795927363
2315,Hài quá,"Chợ Phùng Hưng gọi là chợ nhà giàu,,, buổi sáng đi chợ bán Tôm cá rất OK,,,mấy sạp rau cải nhìn các thứ vườn",0.358437543958241
2316,Hài quá,THANK CHAU' GAI' QUAY CANH CHOLON DE~ THUONG HON,0.3523023599891914
2317,Hài quá,"VE VN TOI THICH O CHOLON HON SAI-GON` DO^` AN RAT' NGON ,,,,NGUOI` HOA NAU' CHAT' LUONG VI` DANH DU*, VA` TIENG' DE~ LAI, SAU NAY`...
CON`  O SAI-GON` THI` HOA' CHAT' BOT, NGOT RAT' NHIEU` AN SANH THEM BENH, /////?????? DA SO DAN 75 NAU' AN CHAT, CHEMM''  COI KHACH'  KHONG TON TRONG, NHU NGUOI HOA CHOLON .............TOI DI AN THUONG NGAY` NGHI~ CUOI' TUAN  LAI' XE RA KHU PHO^' SAN FRANCISCO AN LAI VUI VE~ CUOI` VUI..... CON` VN THI` XIN MIEN~ BAN```NOI DAY...TRUOC' 1980 DEN 1995 THI` AN OK SAU NAM 1998-2010 THI` THI` TOI RUT' LUI KHONG AN QUAN' VN NUA~ ...............BAN' TOAN` BOT NGOT,  NGUOI VN LAY' NUOC' LA~ LAM` NUOC' SOUP",0.2873418342659927
2318,Hài quá,"Người Hoa mua bán dể chịu tử tế ,thật thà khi phục vụ khách hàng.
Em chủ này dễ thương .
Nhìn thức ăn tươi ngon sạch sẽ hấp dẫn .Nhìn món nào cũng thèm .hấp dẫn quá.",0.2923350991848416
2319,Hài quá,Gọi cuốn o đây ngon thiết,0.43961013740447347
2320,Thật kinh tởm,còn tiệm há cảo kiều ký với khổ qua cà ớt ché trang k thấy trong clip,0.2971197054140588
2321,Sợ quá,"Video hay quá, nhờ kênh mà mình biết thêm nhiều nơi thú vị, có dịp sẽ thử hết những gì kênh Review
Xin cám ơn Kênh rất nhiều ❤️🙏",0.33085338164774025
2322,Hài quá,cai ho chem long le duong thoi em . ho bai ban   tum lum het . dung ra nha o thoi ai ma buon ban ne,0.2905915162679062
2323,Hài quá,"Nhìn cái vỉ nướng thịt chắc cả năm không được chùi rửa, chất nướng cháy đóng vào vỉ nướng lâu ngày thấm vào thịt, ăn vô lâu ngày sẻ thành khách hàng của Viện ung thư.
Ngon và rẻ cũng không ăn .",0.3527154264237801
2324,Hài quá,Tôi mà tới chợ này thì món gì cũng muốn ăn,0.4777667199546528
2325,Hài quá,Cua nguyên con không ăn kiếm cua bể mà ăn lạ đời.,0.3251559678320594
2326,Hài quá,Anh Khánh hát bài về mẹ rất hay👍❤❤❤❤❤,0.33491201683662364
2327,Hài quá,Đồ ăn người hoa nấu rất ngon ❤,0.3181727256210719
2328,Thật kinh tởm,Nam Mô A Di Đà Phật ❤❤❤❤❤❤❤❤❤,0.29607049511021405
2329,Hài quá,Chợ này trông nhiều đồ ăn ngon hơn chợ hồ thi ky.,0.3580947602005615
2330,Hài quá,Giọng êm nhẹ rất dễ nghe,0.47371410276338766
